year,community,num_stations_in_comm,season,peak_hour,day,avg_daily_emptiness,avg_daily_bike_avail
2013,LINCOLN PARK,4,Fall,No,20,55.7980456,6.993485342
2013,LINCOLN PARK,4,Fall,No,21,53.68202765,7.423963134
2013,LINCOLN PARK,4,Fall,No,22,47.03246753,8.527597403
2013,LINCOLN PARK,4,Fall,No,23,54.15292096,7.365979381
2013,LINCOLN PARK,4,Fall,No,24,58.06193078,6.775956284
2013,LINCOLN PARK,4,Fall,No,25,51.52972973,7.769369369
2013,LINCOLN PARK,4,Fall,No,26,49.24207012,8.143572621
2013,LINCOLN PARK,4,Fall,No,27,53.87478849,7.434856176
2013,LINCOLN PARK,4,Fall,No,28,52.13692308,7.62
2013,LINCOLN PARK,4,Fall,No,29,55.67694567,7.055800294
2013,LINCOLN PARK,4,Fall,No,3,43.98684211,9.279605263
2013,LINCOLN PARK,4,Fall,No,30,52.48885794,7.473537604
2013,LINCOLN PARK,4,Fall,No,31,59,6.363636364
2013,LINCOLN PARK,4,Fall,No,4,41.92236842,9.702631579
2013,LINCOLN PARK,4,Fall,No,5,47.45956113,8.569905956
2013,LINCOLN PARK,4,Fall,No,6,45.58644537,8.662517289
2013,LINCOLN PARK,4,Fall,No,7,48.18238994,8.403659234
2013,LINCOLN PARK,4,Fall,No,8,51.69094693,8.085327784
2013,LINCOLN PARK,4,Fall,No,9,49.73836127,8.291433892
2013,LINCOLN PARK,4,Fall,Yes,1,56.00609756,6.985772358
2013,LINCOLN PARK,4,Fall,Yes,10,58.12060117,6.845307918
2013,LINCOLN PARK,4,Fall,Yes,11,65.11357341,5.580530273
2013,LINCOLN PARK,4,Fall,Yes,12,56.15430464,6.98807947
2013,LINCOLN PARK,4,Fall,Yes,13,51.61888285,7.756796836
2013,LINCOLN PARK,4,Fall,Yes,14,61.26295828,6.273072061
2013,LINCOLN PARK,4,Fall,Yes,15,47.15743945,8.420415225
2013,LINCOLN PARK,4,Fall,Yes,16,62.59104628,5.989939638
2013,LINCOLN PARK,4,Fall,Yes,17,58.08024194,6.888306452
2013,LINCOLN PARK,4,Fall,Yes,18,57.1026971,6.925311203
2013,LINCOLN PARK,4,Fall,Yes,19,57.23629243,6.746736292
2013,LINCOLN PARK,4,Fall,Yes,2,56.1187384,7.057513915
2013,LINCOLN PARK,4,Fall,Yes,20,57.98507463,6.638059701
2013,LINCOLN PARK,4,Fall,Yes,21,59.54980595,6.421733506
2013,LINCOLN PARK,4,Fall,Yes,22,56.15384615,7.058404558
2013,LINCOLN PARK,4,Fall,Yes,23,59.284041,6.484626647
2013,LINCOLN PARK,4,Fall,Yes,24,58.02351097,6.757053292
2013,LINCOLN PARK,4,Fall,Yes,25,56.03691275,6.998322148
2013,LINCOLN PARK,4,Fall,Yes,26,50.04311544,8.006954103
2013,LINCOLN PARK,4,Fall,Yes,27,51.62330623,7.754742547
2013,LINCOLN PARK,4,Fall,Yes,28,56.5971686,6.882882883
2013,LINCOLN PARK,4,Fall,Yes,29,56.50441362,6.897856242
2013,LINCOLN PARK,4,Fall,Yes,3,51.45661281,7.892280072
2013,LINCOLN PARK,4,Fall,Yes,30,53.02609727,7.372479241
2013,LINCOLN PARK,4,Fall,Yes,31,50.17424242,7.920454545
2013,LINCOLN PARK,4,Fall,Yes,4,54.64272672,7.614729154
2013,LINCOLN PARK,4,Fall,Yes,5,49.70506024,8.152771084
2013,LINCOLN PARK,4,Fall,Yes,6,54.18722574,7.307167235
2013,LINCOLN PARK,4,Fall,Yes,7,45.7088922,8.978142077
2013,LINCOLN PARK,4,Fall,Yes,8,51.624305,7.847498014
2013,LINCOLN PARK,4,Fall,Yes,9,58.89040378,6.781856319
2013,LINCOLN PARK,4,Summer,No,1,27.37082067,11.0668693
2013,LINCOLN PARK,4,Summer,No,10,57.99736842,7
2013,LINCOLN PARK,4,Summer,No,12,37.39318182,10.84772727
2013,LINCOLN PARK,4,Summer,No,13,36.13861386,10.87541254
2013,LINCOLN PARK,4,Summer,No,14,48.24416667,9.004166667
2013,LINCOLN PARK,4,Summer,No,15,42.36704731,9.840946166
2013,LINCOLN PARK,4,Summer,No,16,22.35351882,13.23649755
2013,LINCOLN PARK,4,Summer,No,17,34.34203655,10.7310705
2013,LINCOLN PARK,4,Summer,No,2,42.25770925,9.49339207
2013,LINCOLN PARK,4,Summer,No,29,32.00442478,11
2013,LINCOLN PARK,4,Summer,No,3,24.68860759,12.5556962
2013,LINCOLN PARK,4,Summer,No,30,38.51510159,9.903898957
2013,LINCOLN PARK,4,Summer,No,31,44.34656835,8.908678389
2013,LINCOLN PARK,4,Summer,No,5,44.09821429,9.482142857
2013,LINCOLN PARK,4,Summer,No,6,49.24242424,8.893939394
2013,LINCOLN PARK,4,Summer,No,7,27.35915493,12.32629108
2013,LINCOLN PARK,4,Summer,No,8,14.74155844,14.22337662
2013,LINCOLN PARK,4,Summer,No,9,27.76696833,12.2918552
2013,LINCOLN PARK,4,Summer,Yes,1,62.11606314,5.825929284
2013,LINCOLN PARK,4,Summer,Yes,10,45.2434555,9.086387435
2013,LINCOLN PARK,4,Summer,Yes,12,50.40775862,8.306034483
2013,LINCOLN PARK,4,Summer,Yes,13,52.90215827,8.010791367
2013,LINCOLN PARK,4,Summer,Yes,14,46.01285714,9.220714286
2013,LINCOLN PARK,4,Summer,Yes,15,59.63176144,6.795423024
2013,LINCOLN PARK,4,Summer,Yes,16,30.25377229,11.82853224
2013,LINCOLN PARK,4,Summer,Yes,17,50.92908654,8.043269231
2013,LINCOLN PARK,4,Summer,Yes,2,55.57264151,7.281132075
2013,LINCOLN PARK,4,Summer,Yes,29,56.94001276,6.749202297
2013,LINCOLN PARK,4,Summer,Yes,3,33.44272727,11.27818182
2013,LINCOLN PARK,4,Summer,Yes,30,41.39170285,9.458273034
2013,LINCOLN PARK,4,Summer,Yes,31,49.26478149,8.285347044
2013,LINCOLN PARK,4,Summer,Yes,5,57.62290503,7.147113594
2013,LINCOLN PARK,4,Summer,Yes,6,55.04573171,7.694359756
2013,LINCOLN PARK,4,Summer,Yes,7,50.75941781,8.237157534
2013,LINCOLN PARK,4,Summer,Yes,8,65.85947047,5.861507128
2013,LINCOLN PARK,4,Summer,Yes,9,46.68760757,8.870051635
2013,LINCOLN PARK,4,Winter,No,1,55.47619048,6.916666667
2013,LINCOLN PARK,4,Winter,No,10,70.4375,4.79296875
2013,LINCOLN PARK,4,Winter,No,11,65.4140625,5.53515625
2013,LINCOLN PARK,4,Winter,No,12,64.52651515,5.579545455
2013,LINCOLN PARK,4,Winter,No,13,68.40853659,4.829268293
2013,LINCOLN PARK,4,Winter,No,15,78.63636364,3.590909091
2013,LINCOLN PARK,4,Winter,No,16,78.87096774,3.508064516
2013,LINCOLN PARK,4,Winter,No,17,64.98913043,5.532608696
2013,LINCOLN PARK,4,Winter,No,18,64.70833333,5.534090909
2013,LINCOLN PARK,4,Winter,No,19,65.36742424,5.367424242
2013,LINCOLN PARK,4,Winter,No,20,62.9469697,5.890151515
2013,LINCOLN PARK,4,Winter,No,21,54.98412698,7.107142857
2013,LINCOLN PARK,4,Winter,No,22,49.27272727,8.022727273
2013,LINCOLN PARK,4,Winter,No,3,76.73958333,3.916666667
2013,LINCOLN PARK,4,Winter,No,4,65.93846154,5.592307692
2013,LINCOLN PARK,4,Winter,No,5,61.94921875,5.8828125
2013,LINCOLN PARK,4,Winter,No,6,61.34469697,6.041666667
2013,LINCOLN PARK,4,Winter,No,7,65.17424242,5.492424242
2013,LINCOLN PARK,4,Winter,No,8,61.96923077,6.196153846
2013,LINCOLN PARK,4,Winter,No,9,64.51153846,5.761538462
2013,LINCOLN PARK,4,Winter,Yes,10,65.40909091,5.646103896
2013,LINCOLN PARK,4,Winter,Yes,11,62.75974026,6.077922078
2013,LINCOLN PARK,4,Winter,Yes,12,62.96959459,5.861486486
2013,LINCOLN PARK,4,Winter,Yes,13,67.44852941,4.981617647
2013,LINCOLN PARK,4,Winter,Yes,16,69.76315789,4.983552632
2013,LINCOLN PARK,4,Winter,Yes,17,70.72413793,4.534482759
2013,LINCOLN PARK,4,Winter,Yes,18,61.27597403,6.211038961
2013,LINCOLN PARK,4,Winter,Yes,19,67.14285714,5.077922078
2013,LINCOLN PARK,4,Winter,Yes,20,64.21666667,5.68
2013,LINCOLN PARK,4,Winter,Yes,21,52.70779221,7.451298701
2013,LINCOLN PARK,4,Winter,Yes,3,68.80909091,4.904545455
2013,LINCOLN PARK,4,Winter,Yes,4,65.04220779,5.675324675
2013,LINCOLN PARK,4,Winter,Yes,5,59.125,6.368589744
2013,LINCOLN PARK,4,Winter,Yes,6,66.39144737,5.273026316
2013,LINCOLN PARK,4,Winter,Yes,7,67.55844156,5.006493506
2013,LINCOLN PARK,4,Winter,Yes,8,61.23026316,6.305921053
2013,LINCOLN PARK,4,Winter,Yes,9,61.91776316,6.210526316
2013,LOGAN SQUARE,2,Fall,No,1,54.95137421,6.746300211
2013,LOGAN SQUARE,2,Fall,No,10,35.97972973,9.594594595
2013,LOGAN SQUARE,2,Fall,No,11,38.39554318,9.257660167
2013,LOGAN SQUARE,2,Fall,No,12,33.46692607,9.991245136
2013,LOGAN SQUARE,2,Fall,No,13,55.0494186,6.748546512
2013,LOGAN SQUARE,2,Fall,No,14,56.84423408,6.477624785
2013,LOGAN SQUARE,2,Fall,No,15,70.1872093,4.487209302
2013,LOGAN SQUARE,2,Fall,No,16,58.7829912,6.173020528
2013,LOGAN SQUARE,2,Fall,No,17,48.00314465,7.817610063
2013,LOGAN SQUARE,2,Fall,No,18,53.72922252,6.935656836
2013,LOGAN SQUARE,2,Fall,No,19,49.94416244,7.515228426
2013,LOGAN SQUARE,2,Fall,No,2,44.10227273,8.371212121
2013,LOGAN SQUARE,2,Fall,No,20,51.52150538,7.26344086
2013,LOGAN SQUARE,2,Fall,No,21,57.37435897,6.374358974
2013,LOGAN SQUARE,2,Fall,No,22,56.99184783,6.4375
2013,LOGAN SQUARE,2,Fall,No,23,60.10174419,5.985465116
2013,LOGAN SQUARE,2,Fall,No,24,51.23602484,7.319875776
2013,LOGAN SQUARE,2,Fall,No,25,51.31595092,7.300613497
2013,LOGAN SQUARE,2,Fall,No,26,53.89779006,6.908839779
2013,LOGAN SQUARE,2,Fall,No,27,47.89722222,7.802777778
2013,LOGAN SQUARE,2,Fall,No,28,57.82307692,6.333333333
2013,LOGAN SQUARE,2,Fall,No,29,56.52030457,6.525380711
2013,LOGAN SQUARE,2,Fall,No,3,49.19662921,7.637640449
2013,LOGAN SQUARE,2,Fall,No,30,49.33928571,7.604591837
2013,LOGAN SQUARE,2,Fall,No,31,59.71818182,6.018181818
2013,LOGAN SQUARE,2,Fall,No,4,45.22624434,8.206636501
2013,LOGAN SQUARE,2,Fall,No,5,49.44804089,7.587734242
2013,LOGAN SQUARE,2,Fall,No,6,60.5042796,5.925820257
2013,LOGAN SQUARE,2,Fall,No,7,46.92553191,7.960992908
2013,LOGAN SQUARE,2,Fall,No,8,37.90594059,9.331683168
2013,LOGAN SQUARE,2,Fall,No,9,31.89434524,10.21577381
2013,LOGAN SQUARE,2,Fall,Yes,1,69.51760563,4.570422535
2013,LOGAN SQUARE,2,Fall,Yes,10,68.26414027,4.760746606
2013,LOGAN SQUARE,2,Fall,Yes,11,48.58078335,7.722154223
2013,LOGAN SQUARE,2,Fall,Yes,12,51.05125523,7.344142259
2013,LOGAN SQUARE,2,Fall,Yes,13,65.42758089,5.200308166
2013,LOGAN SQUARE,2,Fall,Yes,14,69.11183355,4.634590377
2013,LOGAN SQUARE,2,Fall,Yes,15,64.48460145,5.308876812
2013,LOGAN SQUARE,2,Fall,Yes,16,72.07299843,4.206436421
2013,LOGAN SQUARE,2,Fall,Yes,17,70.33208489,4.465667915
2013,LOGAN SQUARE,2,Fall,Yes,18,60.79560811,5.880067568
2013,LOGAN SQUARE,2,Fall,Yes,19,56.15217391,6.593478261
2013,LOGAN SQUARE,2,Fall,Yes,2,59.41883117,6.090909091
2013,LOGAN SQUARE,2,Fall,Yes,20,57.40751445,6.387283237
2013,LOGAN SQUARE,2,Fall,Yes,21,58.66810345,6.198275862
2013,LOGAN SQUARE,2,Fall,Yes,22,59.07692308,6.144230769
2013,LOGAN SQUARE,2,Fall,Yes,23,63.62376238,5.448019802
2013,LOGAN SQUARE,2,Fall,Yes,24,60.07219251,5.986631016
2013,LOGAN SQUARE,2,Fall,Yes,25,64.83526012,5.274566474
2013,LOGAN SQUARE,2,Fall,Yes,26,64.33944954,5.348623853
2013,LOGAN SQUARE,2,Fall,Yes,27,59.47982063,6.071748879
2013,LOGAN SQUARE,2,Fall,Yes,28,59.72746781,6.038626609
2013,LOGAN SQUARE,2,Fall,Yes,29,64.2012987,5.372294372
2013,LOGAN SQUARE,2,Fall,Yes,3,62.01599444,5.707232267
2013,LOGAN SQUARE,2,Fall,Yes,30,63.43043478,5.482608696
2013,LOGAN SQUARE,2,Fall,Yes,31,60.46969697,5.931818182
2013,LOGAN SQUARE,2,Fall,Yes,4,67.73404255,4.839716312
2013,LOGAN SQUARE,2,Fall,Yes,5,65.09038462,5.233333333
2013,LOGAN SQUARE,2,Fall,Yes,6,66.72568389,4.990881459
2013,LOGAN SQUARE,2,Fall,Yes,7,62.20692308,5.673076923
2013,LOGAN SQUARE,2,Fall,Yes,8,50.82230392,7.371323529
2013,LOGAN SQUARE,2,Fall,Yes,9,64.55327869,5.31557377
2013,LOGAN SQUARE,2,Summer,No,1,56.2518797,6.594924812
2013,LOGAN SQUARE,2,Summer,No,10,29.13157895,10.62631579
2013,LOGAN SQUARE,2,Summer,No,12,64.91136364,5.245454545
2013,LOGAN SQUARE,2,Summer,No,13,49.4290429,7.570132013
2013,LOGAN SQUARE,2,Summer,No,14,44.025,8.404166667
2013,LOGAN SQUARE,2,Summer,No,15,37.60848287,9.329526917
2013,LOGAN SQUARE,2,Summer,No,16,45.96563011,8.096563011
2013,LOGAN SQUARE,2,Summer,No,17,27.11357702,10.93472585
2013,LOGAN SQUARE,2,Summer,No,2,50.3215859,7.447136564
2013,LOGAN SQUARE,2,Summer,No,26,45.70960699,8.159388646
2013,LOGAN SQUARE,2,Summer,No,27,41.86128527,8.739028213
2013,LOGAN SQUARE,2,Summer,No,28,44.35477178,8.363070539
2013,LOGAN SQUARE,2,Summer,No,29,37.82150776,9.315964523
2013,LOGAN SQUARE,2,Summer,No,3,49.16455696,7.621518987
2013,LOGAN SQUARE,2,Summer,No,30,43.89441249,8.41906327
2013,LOGAN SQUARE,2,Summer,No,31,55.79278523,6.638422819
2013,LOGAN SQUARE,2,Summer,No,5,40.50223214,8.924107143
2013,LOGAN SQUARE,2,Summer,No,6,31.93686869,10.19823232
2013,LOGAN SQUARE,2,Summer,No,7,58.0657277,6.309859155
2013,LOGAN SQUARE,2,Summer,No,8,58.16753247,6.281818182
2013,LOGAN SQUARE,2,Summer,No,9,38.61538462,9.185520362
2013,LOGAN SQUARE,2,Summer,Yes,1,60.77669903,5.890429958
2013,LOGAN SQUARE,2,Summer,Yes,10,51.65968586,7.253926702
2013,LOGAN SQUARE,2,Summer,Yes,12,67.42672414,4.878448276
2013,LOGAN SQUARE,2,Summer,Yes,13,63.25035971,5.507194245
2013,LOGAN SQUARE,2,Summer,Yes,14,58.20142857,6.272142857
2013,LOGAN SQUARE,2,Summer,Yes,15,54.16435506,6.874479889
2013,LOGAN SQUARE,2,Summer,Yes,16,78.26474623,3.25308642
2013,LOGAN SQUARE,2,Summer,Yes,17,59.19591346,6.112980769
2013,LOGAN SQUARE,2,Summer,Yes,2,59.43773585,6.081132075
2013,LOGAN SQUARE,2,Summer,Yes,26,63.45166667,5.496666667
2013,LOGAN SQUARE,2,Summer,Yes,27,50.86902801,7.362438221
2013,LOGAN SQUARE,2,Summer,Yes,29,59.66949153,6.044067797
2013,LOGAN SQUARE,2,Summer,Yes,3,71.15545455,4.324545455
2013,LOGAN SQUARE,2,Summer,Yes,30,62.36778671,5.646457268
2013,LOGAN SQUARE,2,Summer,Yes,31,54.8019954,6.782808903
2013,LOGAN SQUARE,2,Summer,Yes,5,59.08100559,6.129422719
2013,LOGAN SQUARE,2,Summer,Yes,6,68.03963415,4.799542683
2013,LOGAN SQUARE,2,Summer,Yes,7,63.70034247,5.450342466
2013,LOGAN SQUARE,2,Summer,Yes,8,55.73625255,6.624236253
2013,LOGAN SQUARE,2,Summer,Yes,9,46.29259897,8.050774527
2013,LOGAN SQUARE,2,Winter,No,1,51.5952381,7.238095238
2013,LOGAN SQUARE,2,Winter,No,10,69.3046875,4.6015625
2013,LOGAN SQUARE,2,Winter,No,11,68.859375,4.6796875
2013,LOGAN SQUARE,2,Winter,No,12,62.76515152,5.560606061
2013,LOGAN SQUARE,2,Winter,No,13,66.14634146,5.12195122
2013,LOGAN SQUARE,2,Winter,No,15,54.31818182,6.818181818
2013,LOGAN SQUARE,2,Winter,No,16,63.90322581,5.39516129
2013,LOGAN SQUARE,2,Winter,No,17,64.7826087,5.304347826
2013,LOGAN SQUARE,2,Winter,No,18,68,4.78030303
2013,LOGAN SQUARE,2,Winter,No,19,67.81818182,4.712121212
2013,LOGAN SQUARE,2,Winter,No,20,51.81818182,6.954545455
2013,LOGAN SQUARE,2,Winter,No,21,62.9047619,5.452380952
2013,LOGAN SQUARE,2,Winter,No,22,66.36363636,5.090909091
2013,LOGAN SQUARE,2,Winter,No,3,74.8125,3.770833333
2013,LOGAN SQUARE,2,Winter,No,4,78.22307692,3.269230769
2013,LOGAN SQUARE,2,Winter,No,5,72.109375,4.1796875
2013,LOGAN SQUARE,2,Winter,No,6,72.91666667,4.037878788
2013,LOGAN SQUARE,2,Winter,No,7,71.08333333,4.363636364
2013,LOGAN SQUARE,2,Winter,No,8,69.21538462,4.630769231
2013,LOGAN SQUARE,2,Winter,No,9,70.86923077,4.330769231
2013,LOGAN SQUARE,2,Winter,Yes,10,67.44805195,4.876623377
2013,LOGAN SQUARE,2,Winter,Yes,11,66.7987013,5
2013,LOGAN SQUARE,2,Winter,Yes,12,61.30405405,5.810810811
2013,LOGAN SQUARE,2,Winter,Yes,13,68.86764706,4.676470588
2013,LOGAN SQUARE,2,Winter,Yes,16,65.59868421,5.171052632
2013,LOGAN SQUARE,2,Winter,Yes,17,61.35344828,5.810344828
2013,LOGAN SQUARE,2,Winter,Yes,18,61.77272727,5.727272727
2013,LOGAN SQUARE,2,Winter,Yes,19,64.88961039,5.084415584
2013,LOGAN SQUARE,2,Winter,Yes,20,52.84666667,6.806666667
2013,LOGAN SQUARE,2,Winter,Yes,21,60.54545455,5.850649351
2013,LOGAN SQUARE,2,Winter,Yes,3,69.6,4.563636364
2013,LOGAN SQUARE,2,Winter,Yes,4,76.90909091,3.461038961
2013,LOGAN SQUARE,2,Winter,Yes,5,74.17948718,3.891025641
2013,LOGAN SQUARE,2,Winter,Yes,6,79.74342105,3.032894737
2013,LOGAN SQUARE,2,Winter,Yes,7,71.38311688,4.292207792
2013,LOGAN SQUARE,2,Winter,Yes,8,65.18421053,5.217105263
2013,LOGAN SQUARE,2,Winter,Yes,9,69.67105263,4.532894737
2013,LOWER WEST SIDE,2,Fall,No,1,53.72198732,6.960887949
2013,LOWER WEST SIDE,2,Fall,No,10,40.62972973,8.878378378
2013,LOWER WEST SIDE,2,Fall,No,11,46.79038997,7.961002786
2013,LOWER WEST SIDE,2,Fall,No,12,42.69747082,8.607976654
2013,LOWER WEST SIDE,2,Fall,No,13,52.43604651,7.138081395
2013,LOWER WEST SIDE,2,Fall,No,14,57.79173838,6.325301205
2013,LOWER WEST SIDE,2,Fall,No,15,56.19302326,6.58372093
2013,LOWER WEST SIDE,2,Fall,No,16,54.26832845,6.860703812
2013,LOWER WEST SIDE,2,Fall,No,17,53.16116352,7.022012579
2013,LOWER WEST SIDE,2,Fall,No,18,49.65549598,7.542895442
2013,LOWER WEST SIDE,2,Fall,No,19,48.27411168,7.748730964
2013,LOWER WEST SIDE,2,Fall,No,2,57.23484848,6.397727273
2013,LOWER WEST SIDE,2,Fall,No,20,46.83064516,7.967741935
2013,LOWER WEST SIDE,2,Fall,No,21,57.86923077,6.328205128
2013,LOWER WEST SIDE,2,Fall,No,22,57.19836957,6.41576087
2013,LOWER WEST SIDE,2,Fall,No,23,62.41569767,5.639534884
2013,LOWER WEST SIDE,2,Fall,No,24,61.39440994,5.788819876
2013,LOWER WEST SIDE,2,Fall,No,25,59.93558282,5.966257669
2013,LOWER WEST SIDE,2,Fall,No,26,57.21270718,6.367403315
2013,LOWER WEST SIDE,2,Fall,No,27,55.675,6.636111111
2013,LOWER WEST SIDE,2,Fall,No,28,57.84358974,6.333333333
2013,LOWER WEST SIDE,2,Fall,No,29,53.64213198,6.944162437
2013,LOWER WEST SIDE,2,Fall,No,3,59.20926966,6.134831461
2013,LOWER WEST SIDE,2,Fall,No,30,56.11734694,6.584183673
2013,LOWER WEST SIDE,2,Fall,No,31,43.18181818,8.545454545
2013,LOWER WEST SIDE,2,Fall,No,4,61.00829563,5.846153846
2013,LOWER WEST SIDE,2,Fall,No,5,60.77597956,5.89011925
2013,LOWER WEST SIDE,2,Fall,No,6,60.94008559,5.863052782
2013,LOWER WEST SIDE,2,Fall,No,7,56.16932624,6.570921986
2013,LOWER WEST SIDE,2,Fall,No,8,62.39933993,5.620462046
2013,LOWER WEST SIDE,2,Fall,No,9,43.73511905,8.452380952
2013,LOWER WEST SIDE,2,Fall,Yes,1,57.22535211,6.404929577
2013,LOWER WEST SIDE,2,Fall,Yes,10,64.9841629,5.265837104
2013,LOWER WEST SIDE,2,Fall,Yes,11,54.74847001,6.804773562
2013,LOWER WEST SIDE,2,Fall,Yes,12,58.95188285,6.156903766
2013,LOWER WEST SIDE,2,Fall,Yes,13,65.93066256,5.11633282
2013,LOWER WEST SIDE,2,Fall,Yes,14,61.88491547,5.700260078
2013,LOWER WEST SIDE,2,Fall,Yes,15,59.06793478,6.154891304
2013,LOWER WEST SIDE,2,Fall,Yes,16,59.11852433,6.149136578
2013,LOWER WEST SIDE,2,Fall,Yes,17,53.74219725,6.920099875
2013,LOWER WEST SIDE,2,Fall,Yes,18,55.21452703,6.704391892
2013,LOWER WEST SIDE,2,Fall,Yes,19,51.18913043,7.310869565
2013,LOWER WEST SIDE,2,Fall,Yes,2,55.26298701,6.698051948
2013,LOWER WEST SIDE,2,Fall,Yes,20,54.71965318,6.777456647
2013,LOWER WEST SIDE,2,Fall,Yes,21,58.44827586,6.234913793
2013,LOWER WEST SIDE,2,Fall,Yes,22,57.37980769,6.394230769
2013,LOWER WEST SIDE,2,Fall,Yes,23,69.84653465,4.534653465
2013,LOWER WEST SIDE,2,Fall,Yes,24,57.99197861,6.310160428
2013,LOWER WEST SIDE,2,Fall,Yes,25,63.1734104,5.50867052
2013,LOWER WEST SIDE,2,Fall,Yes,26,57.96559633,6.27293578
2013,LOWER WEST SIDE,2,Fall,Yes,27,55.5470852,6.668161435
2013,LOWER WEST SIDE,2,Fall,Yes,28,56.09012876,6.583690987
2013,LOWER WEST SIDE,2,Fall,Yes,29,54.84632035,6.772727273
2013,LOWER WEST SIDE,2,Fall,Yes,3,53.83379694,6.942280946
2013,LOWER WEST SIDE,2,Fall,Yes,30,60.16956522,5.973913043
2013,LOWER WEST SIDE,2,Fall,Yes,31,44.54545455,8.333333333
2013,LOWER WEST SIDE,2,Fall,Yes,4,59.71134752,6.039716312
2013,LOWER WEST SIDE,2,Fall,Yes,5,63.62948718,5.453846154
2013,LOWER WEST SIDE,2,Fall,Yes,6,66.16869301,5.073708207
2013,LOWER WEST SIDE,2,Fall,Yes,7,56.29846154,6.532307692
2013,LOWER WEST SIDE,2,Fall,Yes,8,75.00183824,3.751838235
2013,LOWER WEST SIDE,2,Fall,Yes,9,55.99344262,6.597540984
2013,LOWER WEST SIDE,2,Summer,No,1,42.80263158,8.580827068
2013,LOWER WEST SIDE,2,Summer,No,10,39.02763158,9.164473684
2013,LOWER WEST SIDE,2,Summer,No,12,42.03636364,8.709090909
2013,LOWER WEST SIDE,2,Summer,No,13,43.35808581,8.49669967
2013,LOWER WEST SIDE,2,Summer,No,14,35.42083333,9.705
2013,LOWER WEST SIDE,2,Summer,No,15,32.45269168,10.1451876
2013,LOWER WEST SIDE,2,Summer,No,16,32.68903437,10.11538462
2013,LOWER WEST SIDE,2,Summer,No,17,36.75587467,9.463446475
2013,LOWER WEST SIDE,2,Summer,No,2,50.58590308,7.378854626
2013,LOWER WEST SIDE,2,Summer,No,25,64.71914894,5.272340426
2013,LOWER WEST SIDE,2,Summer,No,26,44.6955836,8.277602524
2013,LOWER WEST SIDE,2,Summer,No,27,59.15360502,6.112852665
2013,LOWER WEST SIDE,2,Summer,No,28,87,2
2013,LOWER WEST SIDE,2,Summer,No,29,59.46312684,6.073746313
2013,LOWER WEST SIDE,2,Summer,No,3,53,7
2013,LOWER WEST SIDE,2,Summer,No,30,59.47611203,6.089511258
2013,LOWER WEST SIDE,2,Summer,No,31,55.55927396,6.692002269
2013,LOWER WEST SIDE,2,Summer,No,5,63.36607143,5.464285714
2013,LOWER WEST SIDE,2,Summer,No,6,57.10606061,6.482323232
2013,LOWER WEST SIDE,2,Summer,No,7,61.11502347,5.82629108
2013,LOWER WEST SIDE,2,Summer,No,8,56.70909091,6.47012987
2013,LOWER WEST SIDE,2,Summer,No,9,48.35067873,7.755656109
2013,LOWER WEST SIDE,2,Summer,Yes,1,57.12343967,6.46185853
2013,LOWER WEST SIDE,2,Summer,Yes,10,50.43979058,7.460732984
2013,LOWER WEST SIDE,2,Summer,Yes,12,43.63017241,8.45
2013,LOWER WEST SIDE,2,Summer,Yes,13,59.06906475,6.142446043
2013,LOWER WEST SIDE,2,Summer,Yes,14,45.67142857,8.144285714
2013,LOWER WEST SIDE,2,Summer,Yes,15,40.67961165,8.914008322
2013,LOWER WEST SIDE,2,Summer,Yes,16,42.52331962,8.61659808
2013,LOWER WEST SIDE,2,Summer,Yes,17,56.48918269,6.527644231
2013,LOWER WEST SIDE,2,Summer,Yes,2,49.74528302,7.505660377
2013,LOWER WEST SIDE,2,Summer,Yes,25,65.92146597,5.136125654
2013,LOWER WEST SIDE,2,Summer,Yes,26,50.50271739,7.423913043
2013,LOWER WEST SIDE,2,Summer,Yes,27,58.20428336,6.261943987
2013,LOWER WEST SIDE,2,Summer,Yes,29,71.14555874,4.328939828
2013,LOWER WEST SIDE,2,Summer,Yes,3,62.73090909,5.565454545
2013,LOWER WEST SIDE,2,Summer,Yes,30,66.70477569,4.988904969
2013,LOWER WEST SIDE,2,Summer,Yes,31,63.32493573,5.497172237
2013,LOWER WEST SIDE,2,Summer,Yes,5,65.16201117,5.262569832
2013,LOWER WEST SIDE,2,Summer,Yes,6,65.15015244,5.256859756
2013,LOWER WEST SIDE,2,Summer,Yes,7,65.33219178,5.220034247
2013,LOWER WEST SIDE,2,Summer,Yes,8,68.57026477,4.728105906
2013,LOWER WEST SIDE,2,Summer,Yes,9,64.56282272,5.334767642
2013,LOWER WEST SIDE,2,Winter,No,1,51.5,7.285714286
2013,LOWER WEST SIDE,2,Winter,No,10,58.4453125,6.2421875
2013,LOWER WEST SIDE,2,Winter,No,11,69.109375,4.6484375
2013,LOWER WEST SIDE,2,Winter,No,12,73.64393939,3.992424242
2013,LOWER WEST SIDE,2,Winter,No,13,87,2
2013,LOWER WEST SIDE,2,Winter,No,15,74.90909091,3.727272727
2013,LOWER WEST SIDE,2,Winter,No,16,73.73387097,3.89516129
2013,LOWER WEST SIDE,2,Winter,No,17,70.67391304,4.369565217
2013,LOWER WEST SIDE,2,Winter,No,18,71.90909091,4.181818182
2013,LOWER WEST SIDE,2,Winter,No,19,68.84090909,4.666666667
2013,LOWER WEST SIDE,2,Winter,No,20,75.03030303,3.734848485
