year,community,num_stations_in_comm,season,peak_hour,day,avg_daily_emptiness,avg_daily_bike_avail
2013,WEST TOWN,2,Fall,Yes,30,61.3173913,5.813043478
2013,WEST TOWN,2,Fall,Yes,31,42.81060606,8.598484848
2013,WEST TOWN,2,Fall,Yes,4,61.10567376,5.839007092
2013,WEST TOWN,2,Fall,Yes,5,70.42371795,4.43525641
2013,WEST TOWN,2,Fall,Yes,6,67.56914894,4.861702128
2013,WEST TOWN,2,Fall,Yes,7,67.22692308,4.916923077
2013,WEST TOWN,2,Fall,Yes,8,51.96568627,7.206495098
2013,WEST TOWN,2,Fall,Yes,9,71.01393443,4.344262295
2013,WEST TOWN,2,Summer,No,1,31.56954887,10.27819549
2013,WEST TOWN,2,Summer,No,10,52.66315789,7.117105263
2013,WEST TOWN,2,Summer,No,12,53.38181818,7.002272727
2013,WEST TOWN,2,Summer,No,13,43.10148515,8.531353135
2013,WEST TOWN,2,Summer,No,14,23.19583333,11.54583333
2013,WEST TOWN,2,Summer,No,15,32.07014682,10.16721044
2013,WEST TOWN,2,Summer,No,16,38.34615385,9.238134206
2013,WEST TOWN,2,Summer,No,17,79.39033943,3.088772846
2013,WEST TOWN,2,Summer,No,2,54.86343612,6.766519824
2013,WEST TOWN,2,Summer,No,26,59.26,4.044052863
2013,WEST TOWN,2,Summer,No,27,42.39028213,8.639498433
2013,WEST TOWN,2,Summer,No,28,70.39004149,4.456431535
2013,WEST TOWN,2,Summer,No,29,38.65781711,9.203539823
2013,WEST TOWN,2,Summer,No,3,35.01012658,9.711392405
2013,WEST TOWN,2,Summer,No,30,38.80120813,9.19549698
2013,WEST TOWN,2,Summer,No,31,40.7197958,8.900737379
2013,WEST TOWN,2,Summer,No,5,51.921875,7.212053571
2013,WEST TOWN,2,Summer,No,6,40.21590909,8.96969697
2013,WEST TOWN,2,Summer,No,7,35.33802817,9.694835681
2013,WEST TOWN,2,Summer,No,8,26.5,11
2013,WEST TOWN,2,Summer,No,9,59.56334842,6.07239819
2013,WEST TOWN,2,Summer,Yes,1,59.19972261,6.122052705
2013,WEST TOWN,2,Summer,Yes,10,57.54973822,6.367801047
2013,WEST TOWN,2,Summer,Yes,12,75.52672414,3.668103448
2013,WEST TOWN,2,Summer,Yes,13,67.50215827,4.878417266
2013,WEST TOWN,2,Summer,Yes,14,61.08357143,5.834285714
2013,WEST TOWN,2,Summer,Yes,15,61.59153953,5.763522885
2013,WEST TOWN,2,Summer,Yes,16,77.38683128,3.388203018
2013,WEST TOWN,2,Summer,Yes,17,63.63341346,5.443509615
2013,WEST TOWN,2,Summer,Yes,2,55.33773585,6.68490566
2013,WEST TOWN,2,Summer,Yes,27,45.74629325,8.140032949
2013,WEST TOWN,2,Summer,Yes,29,54.19197708,6.873352436
2013,WEST TOWN,2,Summer,Yes,3,75.94,3.607272727
2013,WEST TOWN,2,Summer,Yes,30,49.39556199,7.58948384
2013,WEST TOWN,2,Summer,Yes,31,53.69511568,6.942930591
2013,WEST TOWN,2,Summer,Yes,5,57.97299814,6.322160149
2013,WEST TOWN,2,Summer,Yes,6,52.41463415,7.133384146
2013,WEST TOWN,2,Summer,Yes,7,53.49571918,6.957191781
2013,WEST TOWN,2,Summer,Yes,8,57.97556008,6.306517312
2013,WEST TOWN,2,Summer,Yes,9,63.55421687,5.452667814
2013,WEST TOWN,2,Winter,No,1,69.5,4.595238095
2013,WEST TOWN,2,Winter,No,10,56.6796875,6.5
2013,WEST TOWN,2,Winter,No,11,70.09375,4.484375
2013,WEST TOWN,2,Winter,No,12,54.81060606,6.787878788
2013,WEST TOWN,2,Winter,No,13,36.93902439,9.43902439
2013,WEST TOWN,2,Winter,No,15,63.27272727,5.5
2013,WEST TOWN,2,Winter,No,16,65.75,5.120967742
2013,WEST TOWN,2,Winter,No,17,55.58695652,6.695652174
2013,WEST TOWN,2,Winter,No,18,49.41666667,7.575757576
2013,WEST TOWN,2,Winter,No,19,37.06818182,9.439393939
2013,WEST TOWN,2,Winter,No,20,33.08333333,10.00757576
2013,WEST TOWN,2,Winter,No,21,56.6984127,6.484126984
2013,WEST TOWN,2,Winter,No,22,62.54545455,5.590909091
2013,WEST TOWN,2,Winter,No,3,38.64583333,9
2013,WEST TOWN,2,Winter,No,4,40.83076923,8.876923077
2013,WEST TOWN,2,Winter,No,5,43.59375,8.4765625
2013,WEST TOWN,2,Winter,No,6,58.65151515,6.212121212
2013,WEST TOWN,2,Winter,No,7,67.36363636,4.871212121
2013,WEST TOWN,2,Winter,No,8,60.83076923,5.861538462
2013,WEST TOWN,2,Winter,No,9,60.62307692,5.892307692
2013,WEST TOWN,2,Winter,Yes,10,67.8961039,4.824675325
2013,WEST TOWN,2,Winter,Yes,11,79.35714286,3.097402597
2013,WEST TOWN,2,Winter,Yes,12,65.14864865,5.243243243
2013,WEST TOWN,2,Winter,Yes,13,59.75735294,6.036764706
2013,WEST TOWN,2,Winter,Yes,16,69.51973684,4.565789474
2013,WEST TOWN,2,Winter,Yes,17,75.19827586,3.706896552
2013,WEST TOWN,2,Winter,Yes,18,66.04545455,5.071428571
2013,WEST TOWN,2,Winter,Yes,19,63.72077922,5.435064935
2013,WEST TOWN,2,Winter,Yes,20,49.90666667,7.513333333
2013,WEST TOWN,2,Winter,Yes,21,61.51948052,5.746753247
2013,WEST TOWN,2,Winter,Yes,3,69.8,4.418181818
2013,WEST TOWN,2,Winter,Yes,4,69.81168831,4.493506494
2013,WEST TOWN,2,Winter,Yes,5,79.03205128,3.16025641
2013,WEST TOWN,2,Winter,Yes,6,69.15131579,4.618421053
2013,WEST TOWN,2,Winter,Yes,7,69.23376623,4.61038961
2013,WEST TOWN,2,Winter,Yes,8,63.66447368,5.427631579
2013,WEST TOWN,2,Winter,Yes,9,70.63815789,4.375
